mid,event_type,from_team,time
43133,6,radiant,462
43134,3,radiant,187
43134,6,radiant,591
43135,3,dire,10
43136,3,radiant,13
43137,3,radiant,7
43138,3,dire,78
43139,3,radiant,190
43139,6,radiant,554
43140,3,dire,41
43141,3,radiant,53
43142,3,radiant,3
43142,6,radiant,419
43143,3,radiant,68
43143,6,dire,552
43144,3,dire,5
43144,6,dire,495
43144,6,dire,546
43145,3,radiant,102
43146,3,dire,201
43147,3,dire,76
43147,6,dire,571
43148,3,radiant,-5
43149,3,radiant,398
43149,6,radiant,532
43150,3,dire,139
43151,3,dire,99
43151,6,radiant,507
43152,3,radiant,198
43152,6,radiant,553
43153,3,radiant,2
43154,3,radiant,15
43155,3,dire,107
43156,3,radiant,129
43157,3,dire,200
43158,3,dire,2
43158,5,radiant,599
43159,3,radiant,93
43160,3,dire,115
43160,6,dire,461
43161,3,dire,8
43162,3,dire,143
43162,6,dire,571
43163,3,radiant,86
43163,5,dire,556
43164,3,dire,5
43164,6,dire,383
43165,3,dire,114
43166,3,radiant,92
43167,3,dire,-5
43168,3,dire,142
43168,6,dire,597
43169,3,radiant,83
43169,6,radiant,563
43170,3,dire,276
43170,6,dire,549
43171,3,dire,141
43172,3,dire,10
43173,3,radiant,4
43174,3,dire,-4
43174,6,dire,585
43175,3,radiant,146
43176,3,dire,121
43177,3,dire,120
43178,3,radiant,222
43178,6,radiant,584
43179,3,radiant,118
43180,3,radiant,4
43181,3,dire,290
43183,3,dire,147
43184,3,dire,257
43185,3,radiant,57
43185,6,dire,497
43186,3,dire,12
43187,3,radiant,54
43187,6,dire,371
43187,4,dire,569
43187,0,dire,570
43188,3,dire,44
43189,3,dire,117
43189,6,dire,558
43189,4,dire,586
43189,0,dire,586
43190,3,dire,2
43191,6,dire,578
43192,3,radiant,101
43192,6,radiant,580
43193,3,dire,65
43193,6,radiant,511
43194,3,radiant,234
43194,6,dire,555
43195,3,dire,111
43196,3,dire,115
43197,3,dire,232
43198,3,radiant,114
43199,3,dire,162
43200,3,dire,70
43201,3,dire,48
43202,3,dire,90
43203,3,radiant,108
43204,3,dire,51
43204,6,radiant,537
43205,3,dire,-4
43206,3,dire,169
43207,3,radiant,143
43208,3,dire,9
43209,3,dire,181
43210,3,dire,16
43211,3,dire,110
43212,3,dire,11
43213,3,radiant,240
43214,3,dire,81
43215,3,radiant,46
43216,3,radiant,1
43217,3,dire,-27
43218,3,dire,301
43219,3,dire,-1
43220,3,dire,109
43221,3,radiant,164
43222,3,dire,124
43223,3,radiant,-1
43224,3,dire,-2
43225,3,radiant,129
43226,3,radiant,6
43226,6,radiant,474
43227,3,radiant,119
43228,3,dire,54
43229,3,dire,57
43230,3,dire,152
43230,6,dire,510
43231,3,dire,140
43232,3,dire,7
43233,3,dire,98
43233,6,radiant,357
43233,6,dire,528
43234,3,radiant,62
43235,3,dire,247
43235,6,dire,516
43236,3,radiant,235
43237,3,dire,17
43238,3,dire,154
43238,6,dire,600
43239,3,dire,157
43240,3,dire,396
43241,3,dire,49
43242,3,radiant,241
43243,3,dire,-2
43244,3,radiant,17
43245,3,radiant,198
43246,3,dire,5
43247,4,dire,-5
43247,0,dire,-5
43247,3,dire,5
43247,6,dire,501
43247,4,dire,563
43247,0,dire,563
43248,3,radiant,88
43249,3,radiant,338
43250,3,dire,34
43251,3,radiant,111
43252,3,radiant,160
43253,3,dire,47
43254,3,radiant,-8
43255,3,radiant,178
43256,3,dire,146
43256,6,dire,535
43257,3,dire,106
43258,3,dire,141
43259,3,radiant,0
43260,3,dire,188
43261,3,radiant,299
43262,3,radiant,73
43263,3,radiant,-7
43264,3,radiant,386
43264,6,radiant,474
43265,3,radiant,53
43266,3,radiant,19
43267,3,dire,4
43268,3,radiant,281
43269,3,dire,1
43269,4,dire,506
43269,0,dire,507
43269,6,radiant,557
43270,3,radiant,139
43271,3,radiant,146
43272,3,radiant,130
43272,6,dire,583
43273,6,dire,498
43274,3,radiant,6
43274,6,radiant,599
43275,3,radiant,-10
43276,3,radiant,232
43277,3,dire,115
43278,3,dire,54
43279,3,dire,229
43280,3,radiant,7
43281,3,dire,137
43283,3,radiant,55
43283,4,dire,474
43283,0,dire,474
43284,3,dire,4
43284,6,dire,578
43285,3,dire,86
43286,3,dire,130
43286,6,radiant,456
43287,3,radiant,175
43287,6,dire,581
43288,3,radiant,67
43289,3,radiant,4
43290,3,radiant,0
43290,6,radiant,556
43290,6,dire,580
43291,3,dire,10
43291,6,radiant,524
43292,3,dire,162
43293,3,dire,128
43293,6,dire,487
43293,6,dire,519
43293,6,dire,541
43293,6,dire,600
43294,3,dire,80
43295,3,dire,217
43295,6,radiant,521
43296,3,radiant,10
43297,3,dire,55
43298,3,dire,9
43299,3,dire,239
43300,3,dire,66
43301,3,dire,175
43302,3,radiant,100
43303,3,dire,42
43303,6,dire,526
43304,3,radiant,94
43305,3,dire,99
43306,3,dire,82
43307,3,dire,45
43307,5,radiant,284
43308,3,dire,44
43309,3,dire,185
43310,3,dire,188
43310,5,radiant,497
43311,3,dire,20
43312,3,radiant,9
43312,6,dire,457
43313,3,dire,4
43314,3,radiant,11
43314,6,dire,564
43315,3,dire,80
43316,3,radiant,-10
43316,6,dire,578
43317,3,dire,-7
43318,3,radiant,95
43319,3,radiant,18
43320,3,radiant,14
43321,6,dire,373
43321,6,radiant,438
43322,3,radiant,36
43323,6,dire,589
43324,3,dire,281
43324,6,dire,476
43325,3,dire,90
43325,6,radiant,544
43326,3,dire,125
43327,3,dire,-7
43328,3,radiant,13
43328,6,dire,517
43329,3,dire,6
43330,3,dire,47
43331,3,radiant,83
43331,6,radiant,519
43331,6,radiant,578
43332,3,radiant,6
43333,3,radiant,5
43333,6,radiant,550
43334,3,radiant,191
43334,5,dire,493
43335,3,radiant,11
43336,3,dire,74
43337,3,radiant,9
43338,3,radiant,142
43339,3,dire,101
43340,3,dire,-4
43341,3,dire,1
43342,3,dire,144
43342,6,radiant,445
43343,3,radiant,119
43344,3,dire,0
43345,3,dire,138
43346,3,radiant,116
43347,3,dire,72
43348,3,dire,1
43348,6,dire,375
43349,3,dire,53
43350,3,dire,-2
43351,3,radiant,137
43352,3,dire,124
43353,3,dire,5
43353,6,radiant,490
43354,3,dire,217
43355,3,radiant,8
43356,3,radiant,5
43357,3,radiant,111
43358,3,dire,80
43359,3,dire,199
43359,4,radiant,390
43359,0,radiant,392
43359,5,dire,587
43359,6,radiant,588
43360,3,radiant,219
43360,6,radiant,588
43361,3,dire,7
43362,3,radiant,2
43363,3,dire,77
43364,3,dire,104
43364,6,radiant,449
43364,6,radiant,496
43365,3,dire,133
43365,4,dire,499
43365,0,dire,500
43365,6,radiant,513
43366,3,dire,160
43367,3,radiant,1
43367,6,dire,557
43368,3,radiant,100
43368,6,dire,462
43369,3,dire,4
43369,5,radiant,591
43370,3,dire,0
43371,6,radiant,388
43372,3,dire,37
43373,3,radiant,145
43374,3,dire,193
43375,3,dire,230
43376,3,radiant,24
43376,5,dire,518
43376,6,radiant,585
43377,3,radiant,211
43377,5,radiant,455
43377,6,dire,590
43378,3,radiant,133
43378,6,radiant,523
43379,3,radiant,0
43379,6,radiant,525
43380,3,dire,-11
43381,3,radiant,93
43381,6,dire,494
43382,3,radiant,274
43383,3,dire,4
43384,3,dire,7
43385,3,radiant,12
43386,3,dire,105
43387,3,radiant,9
43388,3,dire,141
43388,0,radiant,441
43388,4,radiant,441
43388,6,dire,585
43389,3,radiant,148
43390,3,dire,45
43391,6,dire,582
43392,3,radiant,2
43393,3,dire,14
43394,3,dire,94
43395,3,radiant,148
43395,6,radiant,574
43396,3,radiant,108
43397,3,dire,314
43397,6,dire,469
43397,6,dire,579
43398,3,radiant,49
43399,3,dire,209
43400,3,dire,6
43402,3,dire,158
43403,3,dire,35
43404,3,dire,316
43405,3,radiant,197
43406,3,dire,78
43407,3,radiant,2
43407,6,dire,505
43408,3,radiant,344
43409,3,radiant,115
43409,6,radiant,489
43410,3,dire,53
43411,3,dire,80
43411,6,dire,555
43412,3,dire,27
43413,3,dire,59
43413,6,radiant,525
43414,3,dire,282
43415,3,dire,58
43416,3,radiant,183
43416,6,dire,553
43417,3,dire,111
43418,3,radiant,212
43419,3,dire,254
43420,3,dire,63
43421,3,radiant,221
43422,3,radiant,4
43423,3,dire,16
43424,3,dire,115
43425,3,radiant,164
43425,6,dire,576
43426,3,dire,169
43426,6,radiant,565
43427,3,radiant,69
43428,3,radiant,1
43429,3,radiant,77
43430,3,radiant,6
43431,3,dire,123
43431,6,dire,584
43432,3,radiant,58
43432,5,radiant,566
43433,3,dire,64
43434,3,radiant,12
43434,6,radiant,357
43435,3,dire,46
43436,3,radiant,133
43437,3,radiant,139
43437,6,radiant,492
43437,6,dire,592
43438,3,radiant,68
43439,3,radiant,134
43440,3,dire,168
43441,3,radiant,3
43441,5,dire,541
43442,3,radiant,151
43442,6,radiant,551
43443,3,radiant,59
43443,6,dire,576
43444,3,dire,241
43445,3,dire,44
43446,3,dire,224
43447,3,dire,123
43447,6,dire,344
43447,6,dire,429
43448,3,radiant,252
43448,6,radiant,524
43449,3,dire,19
43450,3,radiant,0
43451,3,dire,103
43451,6,dire,573
43452,3,radiant,155
43453,3,radiant,33
43454,3,dire,204
43455,3,dire,72
43455,5,dire,474
43455,6,radiant,579
43456,3,radiant,130
43457,3,dire,135
43458,3,dire,6
43459,3,radiant,13
43460,3,radiant,-12
43461,3,dire,49
43462,3,dire,6
43463,3,radiant,54
43463,6,dire,569
43464,3,radiant,433
43465,3,dire,4
43466,3,dire,11
43466,6,radiant,570
43467,3,dire,65
43467,5,radiant,573
43467,5,radiant,591
43468,3,radiant,109
43469,3,dire,-9
43469,4,radiant,580
43469,0,radiant,581
43470,3,dire,156
43471,3,radiant,6
43472,3,dire,-1
43473,3,radiant,159
43474,3,dire,7
43475,3,radiant,93
43475,6,radiant,255
43476,3,dire,59
43477,3,dire,72
43477,5,dire,433
43478,3,dire,81
43478,5,radiant,483
43479,3,radiant,5
43479,6,radiant,598
43480,3,radiant,-12
43481,3,dire,76
43481,6,radiant,574
43482,3,radiant,4
43483,3,dire,-6
43484,3,dire,104
43485,3,radiant,105
43486,3,dire,41
43487,6,radiant,479
43488,3,radiant,24
43488,6,radiant,512
43489,3,radiant,375
43490,3,radiant,149
43491,3,radiant,244
43492,3,radiant,0
43493,3,radiant,47
43494,3,dire,119
43495,3,radiant,101
43495,6,radiant,429
43497,3,dire,7
43498,3,radiant,9
43499,3,radiant,49
43499,6,radiant,599
43500,3,dire,112
43501,3,dire,188
43502,3,radiant,6
43502,6,radiant,446
43503,3,dire,2
43505,3,dire,12
43505,6,radiant,471
43506,3,dire,51
43507,3,dire,135
43507,5,radiant,573
43508,3,radiant,13
43508,5,dire,598
43509,3,dire,163
43510,3,radiant,147
43511,3,radiant,196
43511,6,radiant,410
43511,6,dire,550
43512,3,dire,71
43513,3,radiant,121
43514,3,dire,65
43515,3,dire,43
43516,3,dire,8
43516,6,radiant,467
43517,3,dire,73
43518,3,radiant,194
43519,3,dire,297
43519,6,dire,473
43519,6,dire,541
43520,3,radiant,5
43521,3,radiant,130
43522,3,radiant,136
43523,3,dire,198
43524,3,dire,157
43525,3,dire,8
43525,6,dire,529
43526,3,dire,-10
43527,3,radiant,97
43528,3,radiant,300
43528,4,dire,580
43528,0,dire,580
43529,3,dire,19
43530,3,dire,183
43530,6,dire,412
43531,3,dire,39
43532,3,dire,206
43533,3,radiant,231
43534,3,dire,341
43535,3,dire,129
43536,3,radiant,187
43536,6,dire,580
43537,3,radiant,52
43538,3,radiant,214
43539,3,dire,127
43540,3,radiant,134
43541,3,dire,69
43541,6,dire,595
43542,3,radiant,275
43543,3,radiant,190
43543,6,radiant,575
43544,3,dire,203
43544,6,dire,503
43545,3,dire,148
43546,3,dire,13
43546,6,dire,597
43547,3,radiant,106
43547,6,radiant,434
43547,6,dire,487
43548,3,dire,19
43549,3,radiant,8
43550,3,dire,250
43551,3,dire,2
43552,3,dire,68
43553,3,dire,79
43553,6,dire,481
43553,6,dire,576
43554,3,dire,147
43555,3,radiant,162
43556,3,dire,12
43557,3,dire,25
43558,3,radiant,216
43559,3,radiant,6
43559,6,dire,457
43560,3,radiant,0
43561,3,dire,24
43562,3,dire,126
43562,6,dire,561
43563,3,radiant,141
43563,6,radiant,535
43563,6,radiant,539
43564,3,radiant,5
43565,3,radiant,136
43565,5,dire,501
43566,3,dire,9
43567,3,radiant,97
43568,3,dire,102
43569,3,dire,8
43569,4,dire,572
43569,0,dire,573
43570,3,radiant,215
43570,6,dire,461
43571,3,radiant,90
43571,5,dire,566
43572,3,dire,0
43573,3,radiant,370
43574,3,dire,102
43575,3,dire,11
43576,3,dire,75
43576,6,dire,467
43577,3,radiant,162
43577,6,dire,590
43578,3,radiant,71
43578,6,radiant,253
43579,3,radiant,185
43580,3,radiant,244
43581,3,radiant,10
43582,3,radiant,122
43582,5,dire,518
43583,3,radiant,173
43584,3,radiant,250
43585,3,radiant,114
43586,3,dire,139
43587,3,dire,8
43588,3,dire,132
43588,6,dire,589
43589,3,dire,80
43589,6,radiant,406
43590,3,dire,85
43591,3,dire,310
43592,3,dire,3
43593,3,radiant,35
43594,3,radiant,229
43594,6,radiant,568
43595,3,dire,8
43595,5,dire,478
43596,3,dire,75
43597,3,radiant,84
43597,6,dire,464
43598,3,dire,6
43599,3,dire,103
43600,3,radiant,8
43601,3,dire,6
43601,6,radiant,548
43602,3,dire,7
43602,5,dire,502
43602,6,radiant,596
43603,3,dire,154
43604,3,dire,99
43605,3,radiant,77
43605,6,dire,435
43606,3,dire,10
43607,3,dire,-6
43608,3,radiant,-16
43608,6,radiant,475
43609,3,dire,-1
43609,6,radiant,553
43610,3,dire,115
43611,3,radiant,282
43611,6,radiant,457
43612,3,dire,5
43612,6,radiant,482
43613,3,radiant,157
43614,3,radiant,43
43614,6,radiant,456
43615,3,radiant,63
43615,6,radiant,456
43616,3,radiant,0
43617,3,radiant,237
43617,6,dire,314
43617,6,radiant,517
43617,6,dire,534
43617,6,radiant,576
43617,4,dire,577
43617,0,dire,578
43618,3,radiant,41
43619,3,dire,110
43620,3,dire,256
43621,3,dire,142
43622,3,dire,98
43622,6,dire,410
43622,6,dire,575
43623,6,radiant,553
43624,3,dire,167
43625,3,radiant,295
43625,6,dire,586
43626,3,radiant,8
43627,3,radiant,41
43628,3,dire,-5
43629,3,dire,120
43630,3,radiant,8
43631,3,radiant,7
43632,3,radiant,204
43633,3,radiant,4
43634,3,dire,48
43635,3,radiant,106
43635,6,dire,527
43635,6,radiant,569
43636,3,dire,83
43636,6,dire,551
43637,3,radiant,33
43637,6,radiant,379
43637,6,radiant,474
43637,6,radiant,599
43638,3,radiant,327
43639,3,radiant,4
43640,3,dire,70
43641,3,radiant,8
43642,3,dire,87
43643,3,dire,47
43644,3,radiant,183
43645,3,radiant,5
43646,3,radiant,8
43646,6,dire,594
43647,3,radiant,382
43648,3,dire,96
43649,3,dire,22
43650,3,radiant,51
43650,6,radiant,441
43650,6,radiant,529
43650,6,radiant,553
43651,3,dire,152
43652,3,radiant,321
43653,3,dire,42
43654,3,dire,2
43655,3,dire,86
43656,3,radiant,28
43657,3,dire,321
43657,6,radiant,489
43658,3,radiant,40
43658,5,radiant,531
43659,3,radiant,7
43659,6,dire,585
43660,3,radiant,271
43661,3,radiant,7
43661,6,dire,532
43662,3,radiant,2
43662,6,radiant,480
43662,6,radiant,533
43662,6,dire,560
43663,3,dire,10
43663,6,radiant,489
43663,6,radiant,574
43664,3,dire,95
43664,6,dire,500
43665,3,dire,81
43666,3,radiant,10
43667,3,radiant,170
43667,4,dire,533
43667,0,dire,533
43668,3,radiant,102
43669,3,radiant,99
43670,3,radiant,165
43671,3,radiant,170
43671,6,radiant,577
43672,3,dire,9
43673,3,dire,-10
43673,6,dire,582
43674,3,radiant,207
43675,3,dire,8
43675,6,dire,535
43676,3,radiant,399
43677,3,dire,83
43677,6,dire,439
43678,3,radiant,165
43678,6,radiant,568
43678,6,dire,572
43679,3,dire,132
43680,3,dire,52
43680,6,dire,408
43680,6,dire,520
43681,3,dire,5
43681,6,dire,379
43681,6,dire,550
43682,3,dire,46
43683,3,radiant,7
43683,6,radiant,210
43683,6,radiant,578
43684,3,radiant,121
43685,3,radiant,199
43685,5,dire,545
43686,3,radiant,65
43687,3,radiant,158
43687,6,dire,492
43687,5,radiant,579
43688,3,dire,110
43688,6,dire,465
43689,3,dire,198
43690,3,radiant,129
43691,3,dire,205
43692,3,dire,6
43694,3,dire,153
43695,3,radiant,205
43695,6,dire,479
43695,6,dire,538
43695,6,dire,575
43696,3,dire,0
43697,3,radiant,107
43698,3,radiant,13
43699,3,radiant,411
43700,3,dire,51
43701,3,radiant,14
43702,3,radiant,47
43702,6,dire,435
43703,3,radiant,167
43703,6,radiant,495
43704,3,radiant,-1
43706,3,dire,2
43707,3,radiant,135
43707,6,radiant,558
43708,3,dire,182
43709,3,radiant,20
43710,3,dire,122
43710,6,radiant,556
43711,3,dire,9
43712,3,radiant,5
43713,3,radiant,151
43714,3,dire,522
43715,3,dire,82
43716,3,dire,95
43717,3,radiant,1
43717,6,radiant,460
43717,6,radiant,553
43718,3,radiant,112
43718,4,dire,506
43718,0,dire,507
43719,3,dire,31
43720,3,radiant,144
43721,3,radiant,64
43721,5,radiant,533
43721,6,dire,549
43722,3,dire,84
43722,6,dire,489
43723,3,dire,-4
43724,3,radiant,78
43725,3,radiant,-2
43726,3,radiant,64
43726,6,radiant,597
43727,3,dire,285
43727,6,dire,436
43727,4,dire,555
43727,0,dire,556
43728,3,radiant,-2
43729,3,radiant,58
43730,3,dire,19
43731,3,radiant,143
43732,6,dire,406
43733,3,dire,55
43734,3,dire,5
43735,3,dire,225
43735,6,radiant,401
43736,3,radiant,66
43737,3,dire,84
43738,3,dire,85
43739,3,radiant,6
43739,6,radiant,487
43739,6,dire,512
43740,3,radiant,92
43740,6,radiant,462
43740,6,dire,502
43741,3,dire,37
43741,6,dire,498
43742,3,dire,226
43742,6,radiant,501
43743,3,radiant,278
43744,3,dire,87
43745,3,dire,141
43746,3,dire,372
43746,5,radiant,422
43747,3,dire,112
43747,4,radiant,491
43747,0,radiant,491
43748,3,dire,-2
43748,5,dire,341
43749,3,radiant,371
43750,3,radiant,6
43751,3,dire,269
43751,6,dire,598
43752,3,dire,15
43753,3,dire,5
43754,3,radiant,143
43756,3,radiant,-1
43757,3,radiant,9
43757,6,dire,489
43758,3,radiant,118
43759,3,dire,-13
43760,3,radiant,-4
43761,3,dire,196
43762,3,radiant,110
43763,3,radiant,39
43764,3,dire,5
43765,3,radiant,163
43766,3,dire,108
43767,3,radiant,3
43768,3,radiant,2
43768,6,radiant,481
43769,3,dire,109
43770,3,dire,91
43771,3,dire,66
43771,4,radiant,375
43771,0,radiant,375
43772,3,dire,111
43773,3,radiant,121
43773,6,radiant,457
43773,6,dire,480
43773,6,radiant,579
43774,3,radiant,8
43775,3,dire,8
43776,3,radiant,28
43777,3,radiant,133
43778,3,radiant,24
43779,3,dire,-1
43780,3,dire,18
43780,6,dire,494
43781,3,dire,24
43782,3,dire,124
43783,3,radiant,10
43784,3,radiant,-9
43785,3,dire,230
43786,3,radiant,169
43787,3,radiant,-3
43788,3,radiant,48
43789,3,radiant,42
43789,6,radiant,562
43790,3,dire,6
43791,3,dire,90
43791,5,radiant,452
43792,3,dire,5
43793,3,dire,109
43793,6,dire,512
43794,3,radiant,118
43795,3,dire,133
43796,3,radiant,181
43797,3,radiant,-4
43797,6,radiant,580
43798,3,radiant,403
43799,3,radiant,148
43800,3,radiant,174
43801,3,radiant,184
43801,6,radiant,438
43802,3,dire,55
43802,5,dire,547
43803,3,radiant,71
43803,6,radiant,488
43804,3,dire,89
43804,4,radiant,412
43804,0,radiant,412
43805,3,radiant,115
43806,3,radiant,130
43807,3,dire,1
43807,6,dire,539
43808,3,radiant,5
43809,3,dire,-28
43809,6,dire,585
43810,3,radiant,179
43811,3,radiant,10
43812,3,radiant,10
43813,3,radiant,307
43814,3,dire,116
43815,3,dire,214
43815,6,radiant,542
43816,3,dire,84
43817,3,radiant,12
43818,3,dire,3
43819,3,radiant,100
43820,3,dire,166
43821,3,radiant,2
43822,3,radiant,6
43823,3,radiant,91
43823,6,dire,514
43824,3,radiant,58
43825,3,dire,201
43825,6,dire,592
43826,3,radiant,62
43826,6,radiant,434
43827,3,dire,6
43827,6,radiant,467
43828,3,radiant,267
43829,3,radiant,126
43830,3,dire,203
43831,3,dire,67
43832,3,dire,7
43833,3,radiant,11
43833,6,dire,491
43834,3,radiant,-2
43835,3,radiant,-6
43835,6,radiant,484
43835,6,dire,580
43836,3,dire,148
43837,3,radiant,155
43837,6,radiant,504
43838,3,radiant,135
43838,6,dire,427
43839,3,dire,-9
43840,3,radiant,208
43841,3,dire,51
43841,6,dire,462
43841,6,dire,538
43842,3,dire,186
43843,3,radiant,137
43844,3,dire,6
43844,6,dire,543
43845,3,dire,187
43845,5,radiant,443
43845,6,dire,495
43846,3,dire,34
43847,3,dire,2
43848,3,dire,51
43849,3,radiant,185
43849,6,radiant,559
43850,3,radiant,4
43851,3,radiant,14
43852,3,radiant,10
43853,3,dire,65
43854,3,dire,128
43855,3,dire,4
43855,6,dire,574
43856,3,dire,384
43857,3,dire,100
43858,3,radiant,-1
43859,3,radiant,4
43860,3,radiant,147
43861,3,dire,87
43862,3,radiant,183
43862,6,radiant,526
43863,3,dire,5
43864,3,radiant,188
43865,3,radiant,11
43866,3,radiant,100
43867,3,dire,53
43868,3,dire,4
43869,3,radiant,14
43870,3,dire,64
43871,3,dire,136
43872,3,dire,42
43872,6,dire,549
43873,3,radiant,9
43873,6,radiant,462
43874,3,dire,6
43874,5,radiant,522
43875,3,dire,111
43876,3,radiant,84
43877,3,radiant,18
43877,6,radiant,498
43878,3,radiant,110
43879,3,dire,60
43880,3,dire,120
43881,3,dire,140
43882,3,radiant,0
43883,3,dire,0
43883,6,dire,561
43884,3,radiant,140
43884,6,dire,488
43885,3,dire,173
43886,3,dire,103
43887,3,radiant,6
43888,3,dire,2
43889,3,dire,223
43890,3,dire,144
43891,3,dire,207
43892,3,dire,254
43893,3,radiant,-15
43893,6,dire,451
43894,3,dire,2
43895,3,radiant,80
43896,3,radiant,3
43896,6,radiant,463
43896,6,radiant,551
43897,3,radiant,100
43898,3,radiant,170
43898,5,radiant,528
43899,3,radiant,59
43899,6,radiant,590
43900,3,dire,14
43901,3,dire,74
43902,3,radiant,6
43902,6,radiant,499
43903,3,radiant,142
43903,6,radiant,485
43904,3,dire,95
43905,3,dire,304
43906,3,dire,285
43907,3,radiant,94
43907,6,radiant,396
43908,3,dire,110
43909,3,dire,125
43910,3,dire,98
43910,6,radiant,449
43911,3,dire,174
43912,3,dire,246
43913,3,dire,124
43914,3,dire,167
43915,3,radiant,169
43916,3,dire,-4
43917,3,radiant,8
43918,3,dire,130
43919,3,radiant,8
43919,6,dire,583
43920,3,dire,86
43921,3,radiant,126
43921,0,radiant,431
43921,4,radiant,431
43922,3,dire,-3
43923,3,dire,73
43924,3,dire,174
43925,3,radiant,13
43926,3,radiant,233
43927,3,dire,207
43928,3,dire,157
43929,3,dire,-2
43930,3,dire,84
43930,6,radiant,589
43931,3,radiant,52
43932,3,radiant,147
43933,3,dire,120
43934,3,dire,42
43935,3,dire,35
43936,3,radiant,93
43936,5,radiant,481
43937,3,radiant,5
43938,3,dire,6
43939,3,radiant,-14
43940,3,dire,99
43940,6,radiant,419
43940,6,radiant,595
43941,3,radiant,109
43941,6,radiant,431
43942,3,radiant,9
43943,3,dire,103
43944,3,radiant,146
43945,3,dire,96
43946,3,dire,117
43947,3,dire,149
43947,5,radiant,566
43947,6,dire,583
43948,3,radiant,47
43948,6,radiant,442
43949,3,radiant,137
43949,6,radiant,555
43950,3,radiant,24
43950,6,radiant,400
43951,3,dire,5
43952,3,dire,26
43953,3,dire,163
43953,6,dire,522
43954,3,dire,124
43955,3,dire,-6
43955,0,radiant,566
43955,4,radiant,566
43956,3,radiant,136
43956,6,radiant,322
43957,3,radiant,77
43958,3,dire,8
43959,3,dire,60
43960,3,dire,14
43960,6,dire,348
43961,3,radiant,-13
43962,3,radiant,52
43963,3,radiant,27
43964,3,radiant,25
43965,3,dire,55
43966,3,dire,94
43967,3,dire,375
43968,3,radiant,143
43969,3,radiant,81
43970,3,dire,252
43971,3,dire,-3
43972,3,dire,165
43973,3,radiant,158
43974,3,radiant,80
43975,3,radiant,148
43976,3,dire,69
43976,6,dire,464
43977,3,dire,6
43978,3,radiant,363
43979,3,dire,-5
43980,3,dire,248
43981,3,dire,96
43982,3,dire,19
43982,6,dire,454
43983,3,dire,169
43984,3,radiant,233
43985,3,dire,30
43986,3,dire,43
43987,3,dire,5
43988,3,dire,142
43989,3,radiant,151
43990,3,radiant,104
43991,3,dire,127
43992,3,dire,7
43992,6,radiant,555
43993,3,dire,51
43993,6,dire,499
43994,3,dire,129
43995,3,radiant,125
43995,4,radiant,439
43995,0,radiant,439
43996,3,dire,131
43997,3,radiant,4
43997,5,dire,447
43998,3,dire,7
43999,3,radiant,105
44000,3,radiant,100
44001,3,dire,0
44002,3,radiant,69
44003,3,radiant,80
44004,3,radiant,80
44005,3,radiant,138
44005,6,radiant,496
44005,6,radiant,600
44006,3,dire,122
44008,3,radiant,48
44009,3,radiant,16
44009,6,radiant,513
44010,3,dire,57
44010,6,radiant,478
44012,3,radiant,4
44013,3,radiant,39
44013,4,dire,575
44013,0,dire,576
44014,3,dire,130
44014,5,dire,540
44015,3,dire,3
44016,3,dire,246
44016,6,dire,429
44016,6,dire,520
44017,3,radiant,150
44017,6,radiant,555
44018,3,dire,52
44018,5,radiant,364
44019,3,radiant,242
44020,3,dire,141
44020,6,dire,514
44021,3,dire,55
44022,3,radiant,66
44022,6,dire,581
44023,3,radiant,112
44024,3,dire,137
44025,3,dire,52
44026,3,dire,5
44027,3,dire,304
44028,3,dire,63
44028,6,dire,452
44029,3,dire,4
44029,0,radiant,574
44029,4,radiant,574
44030,3,radiant,59
44031,3,dire,142
44032,3,dire,297
44033,3,radiant,4
44034,3,dire,54
44035,3,radiant,37
44036,3,radiant,239
44036,6,radiant,440
44037,3,dire,58
44038,3,radiant,62
44038,6,dire,463
44039,3,radiant,7
44040,3,dire,4
44040,6,radiant,568
44041,3,dire,-5
44042,3,radiant,91
44043,3,radiant,155
44043,6,radiant,554
44043,6,radiant,566
44044,3,dire,41
44045,3,dire,70
44046,3,dire,105
44047,3,dire,1
44047,6,radiant,426
44048,3,radiant,237
44049,3,dire,102
44050,3,dire,168
44051,3,radiant,208
44052,3,dire,-26
44053,3,dire,-7
44053,6,dire,435
44053,6,radiant,450
44054,3,dire,4
44055,3,dire,-5
44055,6,dire,452
44055,5,radiant,551
44056,3,radiant,150
44056,6,dire,575
44057,3,radiant,17
44057,5,radiant,402
44058,3,dire,257
44058,0,radiant,399
44058,4,radiant,399
44059,3,radiant,39
44060,3,radiant,92
44061,3,dire,253
44062,3,radiant,53
44063,3,radiant,79
44063,5,radiant,514
44064,3,dire,5
44065,3,radiant,57
44066,3,dire,346
44066,6,dire,409
44066,6,dire,591
44067,3,dire,9
44068,3,dire,1
44069,3,dire,-4
44070,3,radiant,178
44071,3,dire,58
44072,3,dire,81
44073,3,radiant,195
44074,3,dire,101
44075,3,dire,119
44076,3,radiant,134
44077,3,radiant,-6
44077,0,dire,552
44077,4,dire,552
44078,3,radiant,184
44079,3,radiant,40
44080,3,radiant,28
44082,3,dire,110
44083,3,radiant,-14
44083,6,dire,556
44084,3,dire,92
44084,6,dire,577
44085,4,radiant,-6
44085,0,radiant,-6
44085,3,radiant,1
44086,3,radiant,46
44087,3,radiant,8
44087,6,dire,297
44087,6,dire,346
