mid,player_0,player_1,player_2,player_3,player_4,player_5,player_6,player_7,player_8,player_9
39065,15,55,109,10,107,110,64,91,70,81
39066,64,15,94,82,19,75,69,70,16,1
39067,29,15,77,57,37,1,84,74,20,64
39068,50,94,6,95,5,44,37,17,1,86
39069,88,17,54,69,55,10,65,33,39,15
39070,8,46,88,71,57,72,3,19,60,94
39071,90,36,16,75,82,89,11,67,92,64
39072,29,22,42,104,3,82,88,86,57,32
39073,40,82,9,52,34,8,56,74,11,39
39074,65,44,78,6,38,55,64,39,15,67
39075,94,40,76,96,90,29,16,52,74,109
39076,96,15,104,50,94,42,81,53,74,91
39077,78,69,79,97,81,84,26,102,88,101
39078,44,65,96,28,66,94,64,11,61,71
39079,55,1,82,96,74,43,5,109,59,15
39080,15,90,67,71,101,92,29,62,57,64
39081,74,85,109,25,16,64,84,69,82,104
39082,71,11,92,94,15,24,35,74,57,50
39083,62,103,1,64,86,71,37,3,92,59
39084,64,101,8,20,108,81,70,39,65,96
39085,64,22,88,78,75,15,110,53,86,50
39086,65,68,44,110,39,9,86,72,107,47
39087,94,71,60,101,15,17,36,57,72,29
39088,84,60,81,64,25,8,15,39,12,86
39089,71,47,103,76,22,96,80,6,35,29
39090,31,68,50,15,103,83,62,82,101,52
39091,82,48,88,73,109,8,93,1,32,75
39092,24,82,64,57,86,44,110,92,32,101
39093,17,92,19,106,27,80,60,101,24,47
39094,55,64,30,1,44,59,81,20,98,31
39095,101,84,109,41,34,57,35,74,4,81
39096,96,36,49,5,66,74,3,75,50,55
39097,31,47,57,69,18,39,1,50,101,81
39098,5,59,72,15,57,11,106,62,48,104
39099,51,71,81,58,92,62,65,16,39,74
39100,71,3,64,15,19,81,29,60,13,94
39101,22,106,76,64,91,75,11,89,71,69
39102,1,33,8,64,67,81,13,76,94,80
39103,5,66,36,64,13,44,31,107,79,92
39104,109,73,8,86,64,20,81,11,1,19
39105,17,20,12,8,32,77,53,96,35,91
39106,81,75,86,37,108,107,15,40,72,3
39107,11,12,109,69,15,81,67,65,64,86
39108,70,98,34,3,16,86,24,15,69,53
39109,55,75,59,86,39,49,81,2,8,4
39110,11,34,69,60,94,92,64,81,71,110
39111,4,39,94,65,8,3,86,11,82,89
39112,89,96,20,108,47,1,71,76,59,81
39113,96,11,104,65,68,17,70,109,75,108
39114,74,38,17,106,49,86,3,99,34,82
39115,91,82,32,3,44,59,45,66,97,14
39116,29,32,57,68,8,30,64,15,86,101
39117,32,75,59,65,33,106,30,84,40,17
39118,94,81,57,69,74,64,54,44,72,3
39119,72,74,31,25,20,53,105,66,17,86
39120,17,32,75,50,59,35,64,86,16,22
39121,104,94,47,64,36,75,46,74,49,92
39122,19,59,20,63,72,89,110,69,53,47
39123,24,53,66,50,60,29,5,20,21,68
39124,101,81,94,50,24,40,110,102,91,52
39125,22,96,73,64,67,78,3,54,17,57
39126,29,34,69,19,17,109,64,84,22,96
39127,1,32,3,77,66,108,35,96,80,101
39128,64,73,75,8,25,104,101,82,96,15
39129,87,11,47,15,108,81,22,106,86,6
39130,46,50,20,12,32,39,106,102,73,29
39131,69,19,4,72,35,1,94,64,89,67
39132,96,31,74,32,40,3,66,90,11,58
39133,68,104,24,74,38,96,64,69,31,25
39134,89,15,91,106,84,67,76,64,27,96
39135,31,94,4,75,86,55,64,92,3,48
39136,35,34,76,98,32,52,39,45,1,104
39137,44,65,5,32,75,67,104,64,72,24
39138,3,60,69,24,70,72,110,86,81,6
39139,39,57,31,108,64,86,36,103,15,53
39140,93,81,82,2,74,64,65,3,109,68
39141,101,24,40,14,68,108,59,15,31,50
39142,5,86,55,89,75,94,19,13,20,40
39143,64,14,92,15,49,20,42,44,74,108
39144,39,55,65,91,49,47,90,68,107,94
39145,109,2,45,65,64,93,13,60,28,1
39146,64,57,52,22,73,65,75,103,41,28
39147,62,72,101,41,15,55,64,68,87,65
39148,16,67,15,39,11,104,64,72,89,3
39149,15,106,91,76,67,81,11,68,9,75
39150,6,15,65,86,94,11,81,22,75,64
39151,17,91,7,75,67,94,1,19,64,57
39152,57,11,88,1,8,48,15,94,104,29
39153,31,75,7,92,80,94,41,1,15,81
39154,4,8,15,64,50,66,85,3,34,90
39155,106,33,72,22,15,42,34,107,49,69
39156,14,68,44,12,107,81,15,101,64,20
39157,41,89,96,110,11,94,82,81,60,53
39158,71,110,99,75,31,90,38,55,88,64
39159,66,94,81,75,54,40,19,24,107,52
39160,93,108,88,76,8,52,32,92,101,9
39161,92,99,69,37,25,94,1,70,103,32
39162,99,102,36,35,81,39,3,76,29,1
39163,3,107,31,16,68,91,58,46,13,71
39164,74,76,103,8,59,32,69,11,89,17
39165,41,99,30,22,57,66,76,72,11,29
39166,49,92,39,76,8,3,40,1,85,17
39167,74,67,39,27,69,44,15,101,41,94
39168,1,39,15,52,69,74,24,71,50,64
39169,64,72,8,3,47,54,41,65,59,50
39170,110,39,55,35,91,64,82,17,8,88
39171,53,69,15,61,89,42,103,67,70,28
39172,94,81,32,74,46,29,99,15,86,64
39173,92,41,6,95,35,55,104,27,9,76
39174,35,94,104,66,64,52,90,101,4,109
39175,23,48,15,109,69,86,94,66,64,11
39176,71,73,72,23,61,32,65,40,34,3
39177,19,6,39,29,13,108,101,31,97,9
39178,101,82,98,94,17,42,91,75,76,65
39179,101,70,94,64,73,69,24,72,42,82
39180,75,3,8,109,93,24,69,47,39,1
39181,3,75,90,74,42,101,95,32,13,64
39182,94,1,50,8,75,35,96,32,58,95
39183,86,71,64,74,25,19,101,15,39,70
39184,81,64,78,6,1,75,74,86,71,96
39185,69,9,82,64,103,1,101,39,75,16
39186,17,74,27,11,104,101,91,76,26,66
39187,15,86,44,109,94,50,65,91,108,101
39188,104,76,67,27,92,19,1,24,88,15
39189,75,64,41,88,31,68,89,37,24,21
39190,88,67,60,53,61,86,32,64,20,15
39191,71,61,31,75,66,50,72,58,74,94
39192,74,60,46,19,57,83,30,8,89,18
39193,75,40,36,67,69,44,85,82,101,3
39194,93,83,15,69,11,97,30,29,20,68
39195,40,29,64,16,44,101,81,32,41,45
39196,94,31,74,91,5,15,67,30,86,1
39197,88,70,82,32,96,72,89,86,75,42
39198,24,65,3,89,38,15,100,72,81,19
39199,64,75,57,29,96,1,12,26,86,76
39200,94,58,1,74,44,5,24,102,72,107
39201,74,3,96,9,82,64,91,101,85,37
39202,2,61,97,82,105,65,44,35,50,59
39203,50,107,8,72,81,76,94,64,62,106
39204,29,18,8,61,94,91,1,79,34,19
39205,70,38,91,87,15,11,9,31,69,28
39206,40,74,66,64,65,94,82,86,15,20
39207,47,68,109,11,67,92,74,88,64,36
39208,94,16,109,71,35,99,64,20,91,4
39209,86,15,48,94,61,40,3,31,19,24
39210,50,110,39,67,101,64,74,3,18,11
39211,16,1,15,97,8,82,75,47,69,23
39212,90,94,104,49,15,3,67,34,96,66
39213,29,52,34,66,37,71,22,77,16,69
39214,31,82,32,20,87,27,104,71,17,65
39215,103,15,109,96,69,12,39,74,57,31
39216,15,72,87,3,39,36,54,92,47,11
39217,67,86,94,64,76,57,2,29,38,104
39218,69,68,66,82,42,19,3,63,15,22
39219,24,91,45,64,42,99,44,59,75,41
39220,57,64,22,93,15,42,77,67,94,88
39221,57,97,35,8,25,11,12,29,110,75
39222,94,109,86,64,101,110,54,13,29,19
39223,24,109,92,1,22,104,42,86,34,82
39224,39,27,69,40,82,22,50,25,71,57
39225,31,94,66,57,22,74,110,34,10,8
39226,70,64,88,101,15,73,57,65,97,108
39227,15,27,85,40,59,69,11,110,72,19
39228,60,84,81,19,102,20,25,110,40,53
39229,11,95,101,57,15,6,67,76,64,31
39230,106,3,35,76,82,50,46,101,75,43
39231,99,10,34,6,105,64,24,67,17,68
39232,72,20,26,71,45,36,70,55,13,40
39233,44,15,89,39,29,58,61,54,3,67
39234,46,64,81,52,94,40,53,57,44,31
39235,60,4,2,94,98,42,32,69,26,22
39236,12,15,40,69,82,86,31,50,24,71
39237,90,91,88,62,74,57,1,89,75,39
39238,34,31,32,60,42,57,8,91,15,110
39239,15,104,42,1,109,89,29,69,32,34
39240,8,26,66,28,65,15,82,4,64,74
39241,31,59,56,9,76,15,39,110,88,101
39242,68,86,101,59,15,20,76,17,64,3
39243,29,22,9,17,74,92,11,109,1,5
39244,88,82,91,15,55,64,67,26,54,33
39245,51,99,15,29,40,6,105,32,37,61
39246,81,99,32,8,35,16,55,108,74,60
39247,17,32,74,15,101,76,86,94,82,67
39248,66,99,15,12,101,71,31,3,96,109
39249,64,74,11,66,32,34,31,103,71,59
39250,25,37,3,23,8,40,32,24,101,69
39251,5,88,32,31,16,57,94,40,67,11
39252,31,15,80,81,12,18,25,52,19,110
39253,24,94,14,5,67,93,74,31,57,50
39254,91,71,77,107,13,1,96,15,69,31
39255,31,70,12,50,32,93,55,69,74,98
39256,89,74,24,57,76,19,72,14,67,32
39257,1,94,71,81,97,34,69,65,33,36
39258,53,1,76,67,93,38,82,13,90,39
39259,87,33,57,72,3,65,21,24,4,15
39260,70,68,52,31,67,89,29,109,74,71
39261,107,15,39,1,8,64,52,47,68,29
39262,94,19,81,29,76,24,67,1,96,16
39263,37,22,87,88,93,32,69,64,82,94
39264,25,50,96,83,15,38,61,1,66,64
39265,31,5,32,104,75,46,57,74,72,50
39266,101,25,68,1,64,31,84,19,107,69
39267,68,65,69,34,44,5,32,60,82,61
39268,28,82,41,12,66,44,89,11,53,67
39269,52,64,10,103,15,102,3,90,35,71
39270,32,15,46,64,40,60,109,11,97,81
39271,75,29,40,89,14,104,64,51,69,32
39272,24,22,70,40,29,74,91,11,42,50
39273,101,104,59,66,5,30,74,27,90,20
39274,110,94,91,85,31,49,95,11,66,69
39275,93,32,75,8,35,49,81,96,101,64
39276,34,105,109,67,91,15,41,71,19,72
39277,48,71,72,19,14,66,13,82,29,4
39278,94,70,96,104,64,11,29,102,3,76
39279,105,91,41,96,76,65,75,25,12,86
39280,14,3,40,9,15,37,69,96,39,52
39281,74,107,30,17,101,96,13,72,71,86
39282,92,110,32,76,46,75,86,9,23,37
39283,32,101,39,1,8,88,49,40,16,15
39284,29,110,34,91,89,52,86,1,88,64
39285,15,72,67,69,92,24,94,19,61,65
39286,85,99,75,8,26,27,66,81,32,24
39287,41,11,67,85,86,55,24,94,39,57
39288,64,100,8,94,22,74,82,96,3,46
39289,8,15,66,110,76,64,32,54,31,3
39290,78,15,57,64,90,32,3,75,11,40
39291,8,108,15,64,82,3,109,24,69,72
39292,89,91,65,75,33,92,34,106,64,1
39293,104,67,37,92,30,107,6,99,11,27
39294,6,57,11,90,22,55,69,70,64,71
39295,4,101,67,64,110,15,31,70,68,89
39296,48,2,92,107,10,64,3,81,74,19
39297,22,104,76,91,59,19,67,82,24,89
39298,85,92,65,28,89,49,68,72,61,10
39299,39,71,29,89,58,91,6,32,31,3
39300,15,47,23,3,40,86,29,64,108,46
39301,54,74,31,64,3,32,39,96,69,52
39302,74,55,35,89,81,31,29,32,66,59
39303,108,66,79,73,14,89,20,69,74,65
39304,65,50,8,69,91,46,29,56,35,75
39305,82,5,58,87,90,1,32,3,65,55
39306,20,68,82,98,96,99,64,29,6,57
39307,85,32,76,82,67,65,69,19,63,81
39308,108,77,44,53,61,66,64,36,74,92
39309,55,67,44,64,91,24,71,94,22,40
39310,24,40,52,91,70,1,15,25,103,82
39311,67,47,19,75,1,32,88,74,39,62
39312,89,23,92,32,65,36,104,69,29,15
39313,109,1,100,86,36,15,38,32,52,96
39314,23,33,99,31,76,6,32,38,64,40
39315,72,106,34,4,44,64,67,37,104,75
39316,35,68,89,1,71,86,13,91,101,28
39317,91,75,67,105,72,53,34,20,90,69
39318,64,54,34,69,108,72,52,5,67,8
39319,59,34,28,69,60,1,93,6,52,64
39320,61,93,15,82,27,20,76,75,74,89
39321,15,40,69,47,2,71,81,89,18,31
39322,64,47,57,1,91,6,65,96,99,86
39323,110,101,45,26,88,73,75,63,66,1
39324,25,44,75,64,86,31,104,94,90,11
39325,101,18,65,106,33,1,24,82,96,34
39326,3,15,91,96,29,16,26,11,74,60
39327,44,24,68,74,5,34,71,82,86,94
39328,43,75,80,65,66,16,81,19,74,15
39329,5,88,75,81,94,105,34,40,27,66
39330,94,15,105,90,69,101,64,50,8,37
39331,73,85,94,37,21,86,88,101,108,8
39332,55,98,93,91,72,37,20,36,60,5
39333,36,110,72,91,74,82,69,52,43,64
39334,48,32,101,74,69,1,67,89,64,3
39335,35,36,89,86,99,96,92,15,65,77
39336,1,96,54,23,34,84,33,52,81,75
39337,64,32,39,82,29,110,75,1,57,104
39338,20,82,90,4,3,24,67,19,94,40
39339,10,29,100,15,33,110,70,4,96,94
39340,49,82,29,108,91,19,3,64,44,72
39341,107,3,39,76,101,57,53,16,75,64
39342,72,52,64,44,69,26,6,20,74,108
39343,53,50,15,61,32,37,86,91,14,109
39344,94,21,32,82,17,63,27,58,14,15
39345,22,74,59,96,71,105,44,50,101,57
39346,29,107,64,90,52,45,38,32,94,31
39347,15,3,92,42,11,67,52,40,85,39
39348,29,69,47,83,32,94,64,89,1,74
39349,76,88,57,65,74,104,47,39,17,24
39350,8,99,6,76,92,82,3,60,15,93
39351,47,66,20,29,41,74,42,97,37,76
39352,1,39,8,75,107,88,25,74,110,64
39353,52,72,32,17,8,106,22,55,1,90
39354,61,94,24,93,15,3,64,47,69,82
39355,8,66,15,6,69,100,106,82,103,24
39356,20,91,53,70,105,74,86,25,8,71
39357,86,84,15,89,69,110,10,64,46,45
39358,59,88,1,13,9,3,44,24,60,86
39359,1,45,64,40,76,67,8,68,15,33
39360,32,12,11,81,29,64,87,67,15,82
39361,55,81,98,86,101,84,44,76,57,90
39362,83,55,104,39,27,6,15,69,1,17
39363,22,30,3,66,88,74,86,61,34,70
39364,3,37,71,92,64,91,53,86,87,1
39365,82,68,54,73,15,71,55,32,72,57
39366,110,101,73,74,104,10,56,31,40,53
39367,71,75,1,35,39,102,34,16,4,32
39368,64,74,93,68,6,47,40,38,67,29
39369,104,81,101,66,35,98,15,9,49,110
39370,75,29,60,76,94,15,27,73,91,92
39371,20,1,86,94,15,19,34,67,84,66
39372,17,94,89,97,64,110,11,39,5,76
39373,27,65,60,64,92,5,6,81,8,9
39374,66,89,19,64,46,110,104,24,8,65
39375,109,81,3,69,11,98,15,89,91,55
39376,42,1,19,104,32,9,65,110,64,88
39377,45,8,64,79,1,15,40,83,31,54
39378,54,2,88,32,75,64,31,24,43,103
39379,69,24,101,64,75,74,40,29,67,56
39380,31,32,8,91,1,82,19,36,39,64
39381,107,32,28,76,82,8,68,15,104,3
39382,6,94,39,76,71,32,30,17,5,15
39383,104,32,64,71,1,11,19,67,38,92
39384,2,94,81,39,72,64,29,40,15,32
39385,49,34,71,37,69,22,86,45,3,19
39386,64,3,58,66,69,32,23,94,86,81
39387,6,80,35,15,69,64,10,72,22,70
39388,94,74,57,82,75,5,11,20,76,17
39389,44,68,67,34,41,3,109,52,15,69
39390,39,52,21,102,15,69,65,109,99,75
39391,13,65,76,94,57,75,107,82,91,3
39392,74,104,66,11,48,88,71,57,14,8
39393,42,32,91,15,101,94,34,1,92,64
39394,107,96,104,24,82,11,15,94,40,60
39395,64,86,32,74,58,14,52,5,94,24
39396,82,59,19,15,16,102,64,67,24,40
39397,74,57,110,3,107,47,41,70,89,64
39398,89,94,91,64,29,27,50,15,20,110
39399,94,3,15,91,69,89,22,24,40,67
39400,15,1,68,32,75,11,64,3,74,89
39401,34,23,69,78,1,94,50,53,31,4
39402,29,104,30,93,64,65,71,100,36,62
39403,24,91,71,31,75,65,39,15,69,64
39404,1,57,76,32,60,15,84,75,94,88
39405,24,51,27,66,71,40,32,52,75,8
39406,35,96,59,101,39,12,53,76,86,15
39407,82,93,40,15,67,57,70,34,69,77
39408,72,92,3,15,39,29,94,11,67,69
39409,53,58,24,75,96,15,32,97,41,65
39410,54,72,57,40,24,69,15,82,81,85
39411,84,91,108,9,75,101,24,32,100,106
39412,86,28,65,45,94,20,49,26,8,64
39413,77,39,71,22,103,72,11,8,50,3
39414,67,64,82,104,92,3,94,15,60,24
39415,92,85,54,8,15,20,46,11,44,96
39416,71,98,55,68,75,60,82,24,96,91
39417,1,64,109,69,63,15,42,90,2,28
39418,7,96,31,108,99,17,82,87,65,18
39419,89,67,91,34,82,24,94,9,2,6
39420,3,11,19,64,1,5,81,70,68,76
39421,102,26,20,100,75,53,99,58,32,74
39422,31,39,29,64,57,3,15,66,82,42
39423,64,55,99,81,76,74,67,40,88,15
39424,51,14,43,81,42,64,24,50,60,82
39425,70,15,24,98,50,64,60,20,91,29
39426,52,32,57,109,28,44,67,20,60,3
39427,64,101,92,39,16,31,70,89,68,107
39428,73,81,107,30,75,55,52,13,3,20
39429,3,58,86,64,88,61,101,104,8,50
39430,96,22,74,32,64,34,69,55,94,40
39431,41,110,64,65,19,84,98,85,69,86
39432,92,22,3,32,75,82,64,69,28,20
39433,86,89,3,24,8,83,32,48,6,13
39434,32,75,21,1,74,64,34,8,93,15
39435,91,42,45,1,67,94,107,11,50,39
39436,75,65,47,76,9,29,92,15,64,81
39437,92,82,64,6,86,11,40,74,44,47
39438,75,89,55,3,109,15,40,69,72,94
39439,31,104,15,42,39,74,24,78,87,69
39440,40,90,24,99,29,68,69,52,70,103
39441,94,86,66,97,1,29,70,64,99,50
39442,15,5,97,2,88,77,82,89,43,3
39443,81,39,91,82,24,31,96,94,3,76
39444,3,1,34,91,96,104,41,42,45,105
39445,11,89,79,24,96,15,19,32,91,101
39446,104,24,42,14,9,64,91,38,34,90
39447,96,81,108,25,34,74,45,30,94,40
39448,39,17,92,49,75,76,89,35,29,27
39449,39,82,24,32,71,66,51,64,70,38
39450,64,97,75,86,71,40,34,94,49,58
39451,94,32,64,28,44,81,86,58,57,34
39452,71,34,17,90,27,64,104,70,82,24
39453,15,1,90,3,110,101,75,19,94,92
39454,70,50,94,28,57,17,72,109,21,59
39455,104,74,58,17,36,7,46,40,71,45
39456,60,20,11,91,5,17,29,94,57,52
39457,64,61,31,7,105,40,2,94,65,34
39458,72,89,75,94,29,32,53,12,26,64
39459,94,50,107,86,24,39,91,76,13,82
39460,64,103,82,96,67,42,40,8,52,57
39461,22,71,108,15,39,104,75,82,42,12
39462,110,84,22,45,69,94,75,17,32,31
39463,11,94,69,96,83,76,54,19,82,67
39464,25,67,37,69,5,20,1,107,15,8
39465,91,15,74,97,67,40,69,11,24,107
39466,104,109,93,29,11,82,17,8,90,70
39467,15,27,82,61,69,68,67,40,19,22
39468,82,64,107,109,69,66,11,55,92,24
39469,76,64,102,58,34,75,66,48,1,3
39470,49,21,47,24,32,75,76,94,31,91
39471,34,50,65,92,49,11,59,24,1,100
39472,59,91,81,109,52,30,67,39,11,50
39473,49,45,47,102,109,17,32,11,3,25
39474,24,6,34,94,5,66,11,67,55,89
39475,67,100,103,11,34,29,71,50,104,82
39476,4,94,24,82,10,89,81,57,15,101
39477,3,1,65,49,104,39,21,94,20,64
39478,89,75,104,82,86,19,101,34,47,64
39479,81,39,104,31,64,12,69,76,74,75
39480,57,33,15,27,59,82,70,87,73,104
39481,69,11,94,91,72,19,48,55,95,36
39482,52,40,18,81,110,45,86,3,15,71
39483,91,57,75,110,50,64,20,44,42,36
39484,47,3,64,57,11,40,94,101,95,4
39485,65,93,71,40,11,96,15,12,19,47
39486,11,1,7,67,19,42,36,24,41,92
39487,29,56,66,78,85,19,14,65,109,73
39488,34,92,47,76,31,53,64,91,100,52
39489,36,11,110,39,89,68,96,86,94,70
39490,104,75,11,110,69,82,77,73,8,3
39491,107,54,92,49,81,24,94,40,3,31
39492,81,25,48,67,68,71,16,64,5,57
39493,94,39,33,58,68,71,34,57,103,75
39494,7,104,17,67,27,71,2,8,1,51
39495,90,13,32,65,96,1,18,103,75,94
39496,106,50,29,75,47,101,69,15,39,67
39497,17,7,8,4,34,6,20,101,81,73
39498,29,15,41,69,3,25,11,16,12,81
39499,96,64,6,36,60,8,110,74,101,4
39500,37,71,88,39,74,108,82,107,6,35
39501,64,26,10,29,9,53,55,92,91,45
39502,50,47,15,110,31,66,91,64,3,74
39503,11,34,69,86,108,91,16,15,103,82
39504,19,21,31,65,64,52,20,40,45,86
39505,31,45,109,80,101,73,13,40,8,96
39506,64,74,46,99,2,78,86,65,98,55
39507,66,89,15,94,82,3,101,33,74,81
39508,91,74,69,27,79,16,49,86,75,104
39509,65,108,41,15,90,81,35,66,55,68
39510,101,80,64,67,57,95,82,68,41,104
39511,94,30,102,54,91,64,4,67,1,35
39512,39,17,82,110,76,14,96,53,75,84
39513,96,29,17,8,74,50,32,94,65,57
39514,29,39,108,28,15,33,105,64,24,50
39515,69,35,50,94,74,66,64,12,36,3
39516,34,21,104,31,93,81,100,101,8,76
39517,4,64,44,28,65,104,101,39,55,81
39518,40,59,101,108,106,96,11,67,64,73
39519,101,94,39,90,34,15,109,74,104,20
39520,94,77,96,57,15,31,92,34,47,50
39521,32,40,110,75,31,8,104,4,67,35
39522,94,110,92,14,68,31,63,23,69,89
39523,15,64,83,66,71,24,65,69,86,26
39524,75,104,105,69,65,94,57,109,15,55
39525,42,92,15,57,82,65,3,45,104,21
39526,86,3,15,64,57,98,8,75,32,55
39527,64,40,68,1,74,20,31,59,75,39
39528,91,42,16,73,65,11,67,81,15,12
39529,50,71,19,24,55,90,64,69,74,68
39530,16,102,26,96,74,8,109,48,60,64
39531,79,29,93,60,104,3,92,83,95,62
39532,92,74,86,75,29,31,81,8,104,68
39533,16,89,82,19,101,78,109,64,71,24
39534,73,110,104,82,69,55,61,106,24,86
39535,32,96,104,3,29,94,55,40,1,64
39536,71,42,41,68,82,13,70,86,89,61
39537,6,100,82,57,81,20,42,51,45,38
39538,64,8,16,69,32,103,6,57,35,27
39539,25,53,96,88,94,76,13,82,103,34
39540,94,69,57,46,15,32,31,24,87,76
39541,59,34,89,92,24,61,105,64,94,9
39542,64,91,89,65,75,24,96,94,29,4
39543,37,100,40,15,52,92,42,14,81,60
39544,24,18,64,81,59,103,91,15,35,31
39545,65,32,34,43,72,36,66,69,64,94
39546,68,84,17,67,86,20,110,88,69,1
39547,19,31,34,98,69,81,74,3,72,71
39548,19,10,31,11,59,64,39,37,29,70
39549,71,76,29,91,74,56,40,24,99,11
39550,86,101,64,71,67,24,102,90,94,35
39551,44,67,11,91,31,21,24,82,19,34
39552,15,74,76,82,99,31,67,81,91,69
39553,36,73,55,105,8,18,11,86,40,31
39554,71,47,69,1,24,15,57,40,65,94
39555,33,20,41,75,29,64,86,24,21,46
39556,47,3,84,91,85,15,71,60,94,72
39557,71,80,53,48,15,82,5,67,64,88
39558,36,57,110,92,55,94,37,0,64,3
39559,2,105,13,86,69,74,3,8,42,81
39560,81,94,91,82,31,109,42,64,88,52
39561,75,96,88,29,70,105,62,19,57,64
39562,88,74,64,55,16,72,54,66,73,94
39563,75,51,6,97,11,69,33,1,71,15
39564,32,11,82,39,51,64,40,31,8,33
39565,72,26,82,15,3,100,64,53,86,5
39566,39,32,41,74,79,86,101,44,11,15
39567,24,44,47,48,88,75,94,80,15,86
39568,40,94,33,81,31,32,1,19,104,59
39569,31,37,32,69,35,33,46,14,92,11
39570,52,50,88,81,72,24,19,1,69,47
39571,19,70,34,32,64,81,55,53,38,91
39572,105,33,69,11,94,15,89,49,40,16
39573,61,53,106,44,24,75,71,70,96,25
39574,50,101,94,48,75,64,4,1,76,15
39575,32,3,41,25,44,104,94,50,45,64
39576,72,65,66,76,103,69,31,99,39,64
39577,94,87,66,105,75,74,33,69,67,107
39578,25,41,1,15,93,81,8,66,69,60
39579,64,4,81,1,50,21,86,76,59,25
39580,94,70,31,64,86,25,55,48,76,6
39581,27,64,96,91,29,54,89,60,101,67
39582,75,89,40,11,67,18,108,74,90,64
39583,96,75,62,57,107,19,76,82,54,67
39584,40,74,57,42,48,34,66,107,81,21
39585,39,15,11,48,80,64,8,96,103,83
39586,66,94,64,55,20,68,101,33,107,25
39587,61,55,86,59,24,64,75,60,76,100
39588,109,28,89,49,97,1,63,65,71,64
39589,69,25,72,59,24,47,15,101,64,8
39590,97,11,24,3,48,103,55,32,82,25
39591,82,94,8,29,81,64,102,59,74,19
39592,31,104,101,8,55,3,110,39,37,84
39593,94,4,82,68,104,101,55,70,57,92
39594,75,11,91,71,94,37,69,24,96,19
39595,46,17,29,39,61,1,21,81,108,93
39596,11,69,90,3,64,22,97,86,108,15
39597,8,22,61,39,76,38,70,81,53,1
39598,99,103,15,39,101,11,57,82,96,104
39599,75,74,65,91,86,32,69,35,7,15
39600,58,10,86,74,24,94,91,89,20,82
39601,52,32,67,40,70,33,57,74,100,94
39602,61,27,15,110,7,19,17,69,34,67
39603,11,32,51,59,34,24,6,70,87,42
39604,4,27,109,107,61,65,39,68,89,5
39605,29,19,25,74,64,41,96,89,78,15
39606,32,59,65,15,19,6,3,5,40,1
39607,3,28,36,26,29,72,34,32,58,19
39608,67,64,65,40,14,55,66,108,8,82
39609,39,71,24,67,65,64,15,101,77,13
39610,59,109,68,15,72,58,70,64,101,81
39611,110,1,6,31,64,29,101,74,76,99
39612,17,76,86,64,32,44,71,65,52,40
39613,65,3,96,81,40,80,82,71,15,103
39614,24,60,15,65,105,86,71,74,82,39
39615,84,102,39,69,64,70,109,90,74,1
39616,74,70,35,96,68,15,57,47,46,32
39617,67,27,10,75,39,102,41,64,5,6
39618,49,69,76,39,5,65,32,88,105,97
39619,72,91,94,81,20,15,42,11,89,19
39620,101,20,8,27,25,41,100,6,36,88
39621,76,24,40,101,52,17,26,55,42,15
39622,54,20,60,31,15,57,81,63,89,82
39623,14,73,32,44,75,22,33,69,15,34
39624,44,4,20,74,8,64,69,110,70,50
39625,74,79,64,69,24,106,1,13,57,16
39626,35,94,90,12,84,31,55,39,13,103
39627,24,26,75,82,88,60,64,31,59,73
39628,66,64,65,57,94,75,31,69,3,96
39629,64,41,76,74,94,53,104,101,17,91
39630,64,69,65,4,100,15,89,49,86,101
39631,21,50,73,24,82,91,109,8,27,32
39632,76,64,101,13,36,20,53,96,58,45
39633,28,82,66,43,93,65,76,50,53,3
39634,74,39,88,24,67,97,64,83,36,50
39635,96,15,65,69,91,17,2,75,32,88
39636,74,29,42,86,27,32,11,22,76,16
39637,55,67,75,32,37,70,71,34,91,19
39638,32,80,91,72,24,74,17,50,3,8
39639,22,60,59,110,24,94,40,44,35,26
39640,17,13,84,89,66,3,47,24,72,25
39641,69,64,71,50,53,15,46,67,81,22
39642,31,46,86,110,54,70,56,5,64,75
39643,3,104,101,91,68,24,69,76,27,15
39644,91,15,103,65,64,31,18,30,99,101
39645,27,5,64,67,104,17,94,50,82,75
39646,108,104,96,82,15,103,38,44,6,34
39647,65,15,60,67,59,34,3,50,94,75
39648,14,24,69,41,61,64,35,74,91,31
39649,65,32,59,92,39,104,1,69,42,109
39650,21,94,8,75,64,57,93,52,34,83
39651,2,68,52,101,45,1,8,3,15,41
39652,14,50,12,15,35,39,73,75,101,38
39653,3,2,110,86,76,88,35,65,71,66
39654,109,8,15,32,24,85,42,1,20,64
39655,47,94,1,48,39,75,33,29,86,68
39656,94,81,64,102,40,71,41,66,1,20
39657,21,37,74,101,96,47,81,35,3,82
39658,21,42,15,94,44,24,106,96,1,50
39659,69,34,1,24,104,19,11,58,92,15
39660,97,86,32,34,29,12,45,94,101,64
39661,88,75,71,72,45,66,107,50,49,101
39662,94,66,24,6,29,22,78,39,60,74
39663,94,69,82,75,109,64,55,98,91,61
39664,72,64,91,19,20,89,41,11,110,82
39665,64,94,49,82,34,26,57,65,24,25
39666,13,50,67,104,8,15,101,61,71,96
39667,36,20,1,68,41,15,94,90,35,66
39668,71,54,41,82,34,22,110,11,76,96
39669,20,41,101,83,24,75,50,52,40,31
39670,34,72,3,40,5,82,90,15,70,29
